STATE/UT,DISTRICT,YEAR,MURDER,ATTEMPT TO MURDER,CULPABLE HOMICIDE NOT AMOUNTING TO MURDER,RAPE,CUSTODIAL RAPE,OTHER RAPE,KIDNAPPING & ABDUCTION,KIDNAPPING AND ABDUCTION OF WOMEN AND GIRLS,KIDNAPPING AND ABDUCTION OF OTHERS,DACOITY,PREPARATION AND ASSEMBLY FOR DACOITY,ROBBERY,BURGLARY,THEFT,AUTO THEFT,OTHER THEFT,RIOTS,CRIMINAL BREACH OF TRUST,CHEATING,COUNTERFIETING,ARSON,HURT/GREVIOUS HURT,DOWRY DEATHS,ASSAULT ON WOMEN WITH INTENT TO OUTRAGE HER MODESTY,INSULT TO MODESTY OF WOMEN,CRUELTY BY HUSBAND OR HIS RELATIVES,IMPORTATION OF GIRLS FROM FOREIGN COUNTRIES,CAUSING DEATH BY NEGLIGENCE,OTHER IPC CRIMES,TOTAL IPC CRIMES
MAHARASHTRA,OSMANABAD,2012,54,31,4,38,0,38,31,21,10,16,3,23,170,319,102,217,233,17,116,0,33,603,2,86,12,175,0,319,770,3055
MAHARASHTRA,PARBHANI,2012,34,63,0,28,0,28,31,13,18,25,1,65,287,377,127,250,160,13,106,1,31,863,3,68,9,242,0,143,286,2836
MAHARASHTRA,PUNE COMMR.,2012,110,124,3,85,0,85,109,77,32,35,50,731,1019,4181,2604,1577,532,92,756,18,48,1071,9,120,85,215,0,523,2392,12308
MAHARASHTRA,PUNE RLY.,2012,4,0,2,2,0,2,1,1,0,7,2,23,0,362,10,352,5,1,1,0,0,10,0,3,0,0,0,1,21,445
MAHARASHTRA,PUNE RURAL,2012,163,97,12,92,0,92,71,51,20,46,30,258,753,1819,947,872,512,63,293,4,43,886,12,128,59,221,0,1150,1721,8433
MAHARASHTRA,RAIGAD,2012,40,13,0,21,0,21,8,3,5,17,2,42,150,321,71,250,143,19,164,4,8,257,19,37,9,40,0,315,530,2159
MAHARASHTRA,RATNAGIRI,2012,10,12,1,11,0,11,4,3,1,9,1,35,167,171,36,135,89,24,63,7,9,172,2,31,17,38,0,150,375,1398
MAHARASHTRA,SANGLI,2012,47,41,5,33,0,33,35,23,12,12,2,34,190,500,187,313,202,19,219,5,23,373,8,57,15,64,0,318,581,2783
MAHARASHTRA,SATARA,2012,65,48,5,43,0,43,36,25,11,51,13,208,505,1111,396,715,294,38,210,7,35,527,0,78,29,166,0,495,1078,5042
MAHARASHTRA,SINDHUDURG,2012,8,7,1,9,0,9,8,5,3,4,0,12,86,91,18,73,49,12,79,2,11,110,0,20,17,11,0,77,189,803
MAHARASHTRA,SOLAPUR COMMR.,2012,18,27,0,25,0,25,24,21,3,23,1,98,187,557,335,222,132,6,106,2,5,177,1,31,10,53,0,80,429,1992
MAHARASHTRA,SOLAPUR RURAL,2012,92,52,7,67,0,67,38,24,14,15,4,60,261,846,241,605,365,27,151,4,40,655,3,58,40,151,0,558,982,4476
MAHARASHTRA,THANE COMMR.,2012,110,93,6,107,0,107,124,77,47,23,15,757,1199,2435,1239,1196,280,82,867,35,29,1378,4,203,28,330,0,354,1685,10144
MAHARASHTRA,THANE RURAL,2012,146,74,8,63,0,63,64,37,27,48,13,389,897,1291,609,682,394,48,528,11,26,913,6,155,32,111,0,715,987,6919
MAHARASHTRA,WARDHA,2012,30,32,4,40,0,40,26,25,1,7,3,63,233,656,108,548,82,23,81,1,22,704,0,93,30,59,0,180,1195,3564
MAHARASHTRA,WASHIM,2012,40,31,4,31,0,31,29,27,2,4,3,35,124,303,78,225,124,6,49,1,21,393,6,84,19,133,0,111,690,2241
MAHARASHTRA,YAVATMAL,2012,71,71,7,64,0,64,65,60,5,10,1,94,342,959,202,757,165,27,101,5,50,1064,18,143,66,247,0,273,2522,6365
MAHARASHTRA,AHMEDNAGAR,2013,112,71,6,105,0,105,81,54,27,44,8,351,552,1603,555,1048,584,52,251,7,52,759,10,243,34,397,0,733,1879,7934
MAHARASHTRA,AKOLA,2013,35,47,2,46,0,46,31,24,7,17,4,79,198,731,156,575,152,10,116,1,31,942,4,200,35,121,0,118,1059,3979
MAHARASHTRA,AMRAVATI COMMR.,2013,19,41,2,26,0,26,27,22,5,5,1,72,205,651,159,492,101,27,65,3,10,392,2,96,27,38,0,65,901,2776
MAHARASHTRA,AMRAVATI RURAL,2013,55,60,4,78,0,78,53,45,8,5,0,48,222,985,105,880,96,17,62,3,68,1445,1,317,35,175,0,238,1473,5440
MAHARASHTRA,AURANGABAD COMMR.,2013,32,50,0,22,0,22,49,35,14,21,4,166,295,1184,619,565,181,19,238,3,29,500,5,173,38,151,0,157,716,4033
MAHARASHTRA,AURANGABAD RURAL,2013,45,65,4,36,0,36,23,15,8,24,5,50,170,848,147,701,343,6,89,1,22,784,14,167,31,273,0,271,1294,4565
MAHARASHTRA,BEED,2013,79,83,11,92,0,92,71,52,19,19,9,105,343,618,219,399,397,92,198,0,49,864,5,230,12,382,0,293,761,4713
MAHARASHTRA,BHANDARA,2013,28,12,0,40,0,40,20,13,7,4,0,27,132,533,66,467,54,16,51,0,23,306,0,74,41,52,0,178,666,2257
MAHARASHTRA,BULDHANA,2013,54,43,3,56,0,56,21,15,6,8,1,41,182,533,125,408,228,16,99,3,47,1074,20,185,66,140,0,248,956,4024
MAHARASHTRA,CHANDRAPUR,2013,37,25,4,88,0,88,38,25,13,5,2,53,284,800,209,591,116,41,71,1,32,663,8,179,123,180,0,273,1453,4476
MAHARASHTRA,DHULE,2013,47,52,1,40,0,40,27,25,2,42,1,89,184,353,119,234,213,56,87,0,7,302,6,58,9,228,0,324,1010,3136
MAHARASHTRA,GADCHIROLI,2013,42,61,1,33,0,33,6,5,1,3,0,6,97,131,36,95,16,9,18,1,22,186,0,53,6,14,0,101,227,1033
MAHARASHTRA,GONDIA,2013,31,10,4,52,0,52,24,21,3,5,1,9,174,246,52,194,28,4,58,2,15,352,1,94,10,55,0,137,575,1887
MAHARASHTRA,HINGOLI,2013,27,22,1,15,0,15,15,12,3,1,5,8,56,122,27,95,87,10,66,0,9,311,4,55,2,86,0,101,397,1400
MAHARASHTRA,JALGAON,2013,73,90,5,58,0,58,59,53,6,35,3,114,368,976,269,707,315,110,219,5,35,652,2,238,42,425,0,401,1323,5548
MAHARASHTRA,JALNA,2013,57,92,4,35,0,35,31,29,2,19,8,61,225,492,155,337,215,16,105,2,29,532,50,132,6,351,0,172,539,3173
MAHARASHTRA,KOLHAPUR,2013,68,57,0,84,0,84,53,43,10,20,2,163,403,886,379,507,348,64,292,4,22,520,14,117,37,204,0,367,1075,4800
MAHARASHTRA,LATUR,2013,67,45,7,37,0,37,38,38,0,24,1,50,264,427,163,264,254,12,102,1,37,570,4,116,3,297,0,259,828,3443
MAHARASHTRA,MUMBAI COMMR.,2013,170,190,8,391,0,391,381,251,130,41,19,2757,2936,10561,3789,6772,385,697,2134,48,47,3922,21,1163,444,602,0,586,7337,34840
MAHARASHTRA,MUMBAI RLY.,2013,4,6,1,6,0,6,7,5,2,3,0,513,6,1838,0,1838,5,15,65,0,0,47,0,41,5,0,0,3,119,2684
MAHARASHTRA,NAGPUR COMMR.,2013,103,85,7,91,0,91,118,80,38,15,21,492,1159,2764,1430,1334,207,69,268,3,26,1012,4,209,52,218,0,321,2182,9426
MAHARASHTRA,NAGPUR RLY.,2013,6,3,0,2,0,2,4,2,2,2,3,72,0,1324,15,1309,9,3,11,10,0,20,0,15,3,1,0,2,87,1577
MAHARASHTRA,NAGPUR RURAL,2013,50,32,6,75,0,75,32,29,3,7,8,43,227,951,165,786,78,41,57,0,20,613,4,149,28,82,0,375,1364,4242
MAHARASHTRA,NANDED,2013,60,71,10,64,0,64,61,48,13,20,3,61,431,538,201,337,293,27,232,0,46,967,30,135,6,341,0,229,1433,5058
MAHARASHTRA,NANDURBAR,2013,26,15,0,23,0,23,20,19,1,17,0,10,85,181,53,128,100,17,45,1,3,240,1,44,13,75,0,126,516,1558
MAHARASHTRA,NASIK COMMR.,2013,35,20,2,20,0,20,31,16,15,13,19,145,279,905,489,416,93,32,154,24,7,248,7,96,9,181,0,127,1954,4401
MAHARASHTRA,NASIK RURAL,2013,82,59,2,85,0,85,49,36,13,47,11,120,314,908,347,561,452,33,236,7,30,794,9,224,21,405,0,750,1839,6477
MAHARASHTRA,NAVI MUMBAI,2013,48,31,4,69,0,69,84,36,48,15,9,350,662,1352,685,667,83,75,406,6,7,444,8,138,55,139,0,320,1085,5390
MAHARASHTRA,OSMANABAD,2013,37,47,7,48,0,48,37,26,11,18,4,30,179,380,83,297,206,15,128,0,23,517,4,127,12,166,0,270,609,2864
MAHARASHTRA,PARBHANI,2013,48,88,5,40,0,40,66,37,29,35,0,68,338,519,161,358,198,15,157,2,36,934,4,132,6,271,0,132,479,3573
MAHARASHTRA,PUNE COMMR.,2013,129,137,10,171,0,171,177,125,52,20,40,866,1195,4091,2400,1691,496,67,943,26,34,1018,9,304,128,344,0,533,2421,13159
MAHARASHTRA,PUNE RLY.,2013,6,6,0,3,0,3,2,2,0,4,2,21,0,399,3,396,2,3,2,0,0,2,0,6,1,0,0,2,37,498
MAHARASHTRA,PUNE RURAL,2013,132,108,13,150,0,150,100,76,24,42,24,279,887,2241,1072,1169,578,83,328,11,45,901,6,277,72,224,0,965,1742,9208
MAHARASHTRA,RAIGAD,2013,39,24,1,42,0,42,17,14,3,12,0,65,181,484,103,381,181,17,141,7,9,314,4,92,45,80,0,266,574,2595
MAHARASHTRA,RATNAGIRI,2013,18,12,2,27,0,27,15,8,7,8,0,38,157,245,47,198,85,30,86,2,6,162,0,82,26,39,0,157,371,1568
MAHARASHTRA,SANGLI,2013,59,42,5,77,0,77,45,33,12,3,5,45,257,545,189,356,233,15,186,7,21,467,8,141,15,141,0,349,687,3353
MAHARASHTRA,SATARA,2013,62,72,7,88,0,88,59,47,12,53,7,275,608,1458,425,1033,417,53,214,6,22,566,4,297,45,201,0,410,1162,6086
MAHARASHTRA,SINDHUDURG,2013,12,6,1,11,0,11,7,5,2,3,0,14,90,117,15,102,49,16,45,2,12,108,0,50,12,12,0,93,181,841
MAHARASHTRA,SOLAPUR COMMR.,2013,18,30,0,37,0,37,39,25,14,31,2,139,249,539,295,244,136,13,147,1,3,194,1,53,23,63,0,86,362,2166
MAHARASHTRA,SOLAPUR RURAL,2013,74,45,12,82,0,82,39,25,14,21,2,85,340,1290,283,1007,397,29,130,8,34,728,1,149,28,109,0,496,958,5057
MAHARASHTRA,THANE COMMR.,2013,96,107,6,182,0,182,302,178,124,32,12,1071,1595,2856,1484,1372,376,148,1043,23,53,1586,14,467,119,423,0,336,1784,12631
MAHARASHTRA,THANE RURAL,2013,133,83,10,133,0,133,82,52,30,45,12,444,864,1514,667,847,359,50,558,9,13,913,8,246,100,217,0,676,1008,7477
MAHARASHTRA,WARDHA,2013,45,49,7,73,0,73,51,47,4,4,4,71,305,736,103,633,77,16,67,0,66,645,1,227,35,116,0,161,1203,3959
MAHARASHTRA,WASHIM,2013,27,43,2,26,0,26,24,21,3,2,0,31,136,343,91,252,141,4,77,0,24,424,10,153,22,142,0,125,757,2513
MAHARASHTRA,YAVATMAL,2013,85,91,16,104,0,104,124,105,19,19,1,149,494,1472,239,1233,246,46,168,2,71,1856,12,388,750,381,0,243,5849,12567
